Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,TotalBsmtSF,HeatingQC,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,BuildingAge,TotalBsmtArea,TotalBaths,BuildingQuality,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_P,PavedDrive_Y,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
1,-0.18835800202935693,-0.18737553600188217,0.6724711007820918,-0.47607582960688777,1.1507053311110111,0.9037226594680313,1.218824023661599,1.109463606130989,-0.19481152441422786,0.6879535875258496,-0.04700219294642133,-0.40080509344157667,0.9307026377184195,-0.1348871440779615,0.5351485844271288,1.1789438679629825,-0.24120907566221086,0.8044528793776592,1.2843473155607479,0.17418174493403885,-0.17298237560739307,0.7789690582098265,0.9513436205370175,-1.0248861198888781,0.4323573416872488,1.1168472064033057,0.2770955474695461,0.3861965822784811,0.07180705593953891,0.07023750699025635,-0.9496144851377356,0.8424021469076132,-0.40841098968754386,-0.1295047816476352,-0.29433282992149173,-0.0643489452087787,-0.18864566947613623,-1.696651759463085,6.106226635438361e-15,0.5799826059987595,-0.8482413884480726,-0.40080509344157667,1.5763458842478908,0.15400776277649117,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
2,0.5565087415454278,0.082782439877433,-0.04077850818491393,2.0101165985372504,0.006958223797547099,-0.5829802302409207,-0.8275382591627576,-0.6544803250059568,-0.19481152441422786,0.6879535875258496,-0.04700219294642133,0.5175537979993837,0.9307026377184195,-0.1348871440779615,-0.3836458158597386,-0.8378947985646825,4.145780986144499,0.8044528793776592,-0.7735472709602857,0.17418174493403885,-0.17298237560739307,-0.7477711189434472,-0.23093314196403586,0.7925466051414679,-1.3953114627290852,-0.27827872135146753,0.2770955474695461,-0.0022277232907467457,0.07180705593953891,0.07023750699025635,1.2153704971225636,-1.0709253365286329,-0.40841098968754386,-0.1295047816476352,-0.29433282992149173,-0.0643489452087787,-0.18864566947613623,-0.44518734518488995,-2.6867397195928788e-14,0.23138844040465964,-0.8482413884480726,0.5175537979993837,0.425529070335628,1.4469738945885806,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3,-0.03556141155549713,0.4326097785668499,0.6724711007820918,-0.47607582960688777,1.0543254454358875,0.8369151474983669,1.1807186991391767,1.109463606130989,-0.19481152441422786,0.6879535875258496,-0.04700219294642133,-0.24964012153828707,0.9307026377184195,-0.1348871440779615,0.667576257506551,1.1789438679629825,-0.24120907566221086,0.8044528793776592,1.2843473155607479,0.17418174493403885,-0.17298237560739307,0.7789690582098265,-0.23093314196403586,0.7925466051414679,-1.3953114627290852,0.9945133290337328,0.2770955474695461,0.6442209977741654,0.07180705593953891,0.07023750699025635,-0.9496144851377356,0.6692111000735574,-0.40841098968754386,-0.1295047816476352,-0.29433282992149173,-0.0643489452087787,-0.18864566947613623,0.9865172506921116,6.106226635438361e-15,0.753809327817982,-0.013941066816381156,-0.24964012153828707,1.5763458842478908,0.15400776277649117,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
4,-0.4478317406636387,0.07153187408242714,0.6724711007820918,-0.47607582960688777,-1.627817778362349,-0.836998885727277,-0.8275382591627576,-0.6544803250059568,-0.19481152441422786,-0.8172828883913414,3.5672507019232573,-0.642977419146205,-0.3287981547567095,-0.1348871440779615,0.5475797646473439,1.1789438679629825,-0.24120907566221086,-1.0235104757455034,-0.7735472709602857,0.17418174493403885,-0.17298237560739307,0.7789690582098265,0.39434608680416183,0.7925466051414679,0.4323573416872488,0.8172803453529213,1.7631914143500709,0.7882814649962429,0.07180705593953891,0.07023750699025635,-0.9496144851377356,0.585369410472502,2.451794437348315,-0.1295047816476352,-0.29433282992149173,-0.0643489452087787,-0.18864566947613623,-1.696651759463085,-5.995204332975845e-14,-0.4269259331316937,1.5027716939296427,-0.642977419146205,-0.2078885753601198,0.15400776277649117,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
5,0.7477774044873045,0.985997379062332,1.3610513693172157,-0.47607582960688777,1.0068922669147358,0.7063409550804859,1.3251406668219279,1.109463606130989,-0.19481152441422786,0.6879535875258496,-0.04700219294642133,0.2619273834585363,0.9307026377184195,-0.1348871440779615,1.3028610806483103,1.1789438679629825,-0.24120907566221086,0.8044528793776592,1.2843473155607479,1.386026443549481,-0.17298237560739307,0.7789690582098265,1.4539739047023394,0.7925466051414679,-1.3953114627290852,0.9346111459919036,1.7631914143500709,1.5851610836043954,0.07180705593953891,0.07023750699025635,1.08158142431729,0.9922943044155799,-0.40841098968754386,-0.1295047816476352,-0.29433282992149173,-0.0643489452087787,-0.18864566947613623,1.9606779011897137,6.106226635438361e-15,1.033049924688421,-0.8482413884480726,0.2619273834585363,1.5763458842478908,0.7843140914297902,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
6,0.7951615356309165,0.9613617108442617,-0.7833332157620422,-0.47607582960688777,0.688522623757985,0.3969569319374017,-0.8275382591627576,-0.6544803250059568,-0.19481152441422786,0.6879535875258496,-0.04700219294642133,-0.5451781611789026,0.9307026377184195,-0.1348871440779615,-0.15406271960724055,1.1789438679629825,-0.24120907566221086,-1.0235104757455034,1.2843473155607479,-2.3237690398039073,-0.17298237560739307,-0.7477711189434472,-0.9446681103090022,-1.0248861198888781,0.4323573416872488,0.5378768698174919,0.2770955474695461,0.08719816729195011,0.07180705593953891,0.07023750699025635,0.5690001332649737,0.5149378473102754,-0.40841098968754386,7.721722605740251,-0.29433282992149173,-0.0643489452087787,5.300943314384156,1.3187752501113448,3.902433931557425e-14,-0.37287971908455286,0.34597435194036463,-0.5451781611789026,0.425529070335628,-1.007242462868711,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
7,0.31331186612905276,0.18958181422045922,1.3610513693172157,-0.47607582960688777,1.199662237145834,1.0404547748450645,1.2085130096340047,1.109463606130989,-0.19481152441422786,1.941145826539463,-0.04700219294642133,1.3978322146621764,0.9307026377184195,-0.1348871440779615,0.5065499724556387,1.1789438679629825,-0.24120907566221086,0.8044528793776592,-0.7735472709602857,0.17418174493403885,-0.17298237560739307,0.7789690582098265,0.39434608680416183,0.7925466051414679,0.4323573416872488,1.1793017165367925,0.2770955474695461,0.7629658522660444,0.07180705593953891,0.07023750699025635,1.1684479835287327,0.8107859746717508,-0.40841098968754386,-0.1295047816476352,-0.29433282992149173,-0.0643489452087787,-0.18864566947613623,0.6454490919349526,-2.6867397195928788e-14,1.5413337395326,-0.013941066816381156,1.3978322146621764,1.0178169772414656,0.7843140914297902,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
8,0.06768133675897504,0.2535282325004734,0.6724711007820918,0.44105592739466193,-0.101021290528953,-0.7129591660496386,1.2575666339537028,-0.6544803250059568,-0.19481152441422786,0.6879535875258496,-0.04700219294642133,0.1774826191467532,0.9307026377184195,-0.1348871440779615,1.1481755091738866,1.1789438679629825,-0.24120907566221086,0.8044528793776592,1.2843473155607479,0.17418174493403885,-0.17298237560739307,-0.7477711189434472,0.39434608680416183,1.6467356223863747,-1.3953114627290852,-0.40313035150302245,0.2770955474695461,0.10499814028625701,0.07180705593953891,0.07023750699025635,1.1436330078211714,1.4132971818792837,2.451505721995497,-0.1295047816476352,-0.29433282992149173,-0.0643489452087787,5.300943314357206,1.6432241927707472,3.902433931557425e-14,0.47558601088538477,-0.8482413884480726,0.1774826191467532,1.5763458842478908,0.7843140914297902,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
9,-0.9319959644160536,-0.8280878045324516,0.6724711007820918,-0.47607582960688777,-1.2976967269178066,-1.530429789229737,-0.8275382591627576,-0.6544803250059568,-0.19481152441422786,-0.8172828883913414,-0.04700219294642133,-0.17507556676527683,-0.3287981547567095,-0.1348871440779615,0.647030683623624,-0.8378947985646825,-0.24120907566221086,0.8044528793776592,-0.7735472709602857,-1.0596730975947786,3.8356468736516494,-0.7477711189434472,0.9513436205370175,1.6467356223863747,-1.3953114627290852,-1.6917949740193434,0.2770955474695461,0.03362898303667123,-3.724543804663474,0.07023750699025635,0.8406733741102167,-1.0709253365286329,2.4512938609846313,-0.1295047816476352,-0.29433282992149173,-0.0643489452087787,-0.18864566947613623,-0.8387138861392548,6.106226635438361e-15,-0.6181993161924768,1.2817683523017556,-0.17507556676527683,-0.2078885753601198,0.15400776277649117,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
10,-0.9873126918407944,-0.45265837791950264,-0.7833332157620422,0.44105592739466193,-1.1096577151372493,-1.530429789229737,-0.8275382591627576,-0.6544803250059568,-0.19481152441422786,-0.8172828883913414,-0.04700219294642133,-0.08506324800728017,0.9307026377184195,-0.1348871440779615,-0.8586573601890828,1.1789438679629825,-0.24120907566221086,-1.0235104757455034,-0.7735472709602857,-1.0596730975947786,3.8356468736516494,-0.7477711189434472,-0.9446681103090022,1.6467356223863747,-1.3953114627290852,-1.5020392334019599,-1.0454096090059533,-1.2263671834743064,4.813234237036826,0.07023750699025635,-0.9496144851377356,-0.3351488607609327,-0.40841098968754386,-0.1295047816476352,-0.29433282992149173,-0.0643489452087787,-0.18864566947613623,-2.1810339644756387,6.106226635438361e-15,-0.8645606684417696,1.116298484941622,-0.08506324800728017,-0.2078885753601198,-0.4433827589802875,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
