Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_P,PavedDrive_Y,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
1,-0.1886626388950407,-0.18986784212795174,0.6674989411114506,-0.477387101908303,1.1518671039270683,0.9080554906188991,1.2180440725585315,1.1062393319290655,-0.19439811701024123,0.6840363323783353,-0.04691661786445225,0.7975366678031963,-0.35938405655380323,-0.8875761340355985,-0.40402913375017846,0.9302206425822374,-0.7996241642789168,1.17023905726717,-0.13465177983639948,0.5285310838488463,1.1755732978858682,-0.2439396056499321,0.7972460617813589,1.284128124585802,0.170752160157801,-0.17265824333814075,0.7756753257022926,0.946379885009331,-1.0273408685320948,0.43031476701031973,1.118269935389015,0.27383458775461794,0.3838990466382944,0.0716682910623257,0.07010464675488705,-0.9503365061005771,0.8418197133260198,-0.40759468814363037,-0.12927912407657155,-0.29378482566857494,-0.06940906799467837,-0.19217652869645185,-1.6942286358666736,0.14005334851402956,0.5711545665877602,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
2,0.5478428775391142,0.08022801189126783,-0.04219247465745453,2.011351782751088,0.006694737497057802,-0.6216703764421827,-0.8274659089769937,-0.655811263207708,-0.19439811701024123,0.6840363323783353,-0.04691661786445225,1.011470983119935,-0.35938405655380323,-0.43438838391367046,0.5081765788320601,0.9302206425822374,0.4291513926347134,-0.871454313985703,-0.13465177983639948,-0.3827548242526742,-0.8388660592444088,4.099375321695664,0.7972460617813589,-0.7736915785380315,0.170752160157801,-0.17265824333814075,-0.7484730397321573,-0.23462721329253985,0.7840047300341098,-1.3901750796004322,-0.2773611836287364,0.27383458775461794,-0.00460210105824145,0.0716682910623257,0.07010464675488705,1.2137141836949283,-1.0713069393887342,-0.40759468814363037,-0.12927912407657155,-0.29378482566857494,-0.06940906799467837,-0.19217652869645185,-0.44489130995993703,-0.6137150820982766,0.22762728977669217,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3,-0.03720922773953845,0.4299831978577879,0.6674989411114506,-0.477387101908303,1.0553574642230819,0.8355940484212346,1.1799480496429335,1.1062393319290655,-0.19439811701024123,0.6840363323783353,-0.04691661786445225,0.5713248067458515,-0.35938405655380323,-0.04808336222462749,-0.2537873868375012,0.9302206425822374,-0.5685331096444594,1.1728955918634405,-0.13465177983639948,0.6591119034438522,1.1755732978858682,-0.2439396056499321,0.7972460617813589,1.284128124585802,0.170752160157801,-0.17265824333814075,0.7756753257022926,-0.23462721329253985,0.7840047300341098,-1.3901750796004322,0.9959396551388021,0.27383458775461794,0.6419895777914169,0.0716682910623257,0.07010464675488705,-0.9503365061005771,0.6684529636308231,-0.40759468814363037,-0.12927912407657155,-0.29378482566857494,-0.06940906799467837,-0.19217652869645185,0.9874901373526683,0.14005334851402956,0.7418690029663166,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
4,-0.44632677218187045,0.06897992003146221,0.6674989411114506,-0.477387101908303,-1.6295404889649296,-0.8634782582527801,-0.8274659089769937,-0.655811263207708,-0.19439811701024123,-0.8191051687955863,3.57347008944342,0.1422724545662865,-0.35938405655380323,0.18333722536597255,-0.6448062732463087,-0.3303920953374486,-0.42942759047091816,1.146833687942509,-0.13465177983639948,0.5407970296739096,1.1755732978858682,-0.2439396056499321,-1.0251728473327144,-0.7736915785380315,0.170752160157801,-0.17265824333814075,0.7756753257022926,0.38992074725012205,0.7840047300341098,0.43031476701031973,0.8186970914141748,1.7597130198843183,0.786091749421831,0.0716682910623257,0.07010464675488705,-0.9503365061005771,0.5845399095206661,2.4566398184131226,-0.12927912407657155,-0.29378482566857494,-0.06940906799467837,-0.19217652869645185,-1.6942286358666736,-1.3688742293722291,-0.42538598603995903,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
5,0.7362648133827999,0.9832748308585327,1.3509236984551762,-0.477387101908303,1.0078610270261763,0.6948984170829605,1.3243370155702445,1.1062393319290655,-0.19439811701024123,0.6840363323783353,-0.04691661786445225,0.7505413046368722,-0.35938405655380323,0.07748514859296553,0.2543869035374209,0.9302206425822374,0.12469793819929306,1.2096300564782874,-0.13465177983639948,1.2828939401506345,1.1755732978858682,-0.2439396056499321,0.7972460617813589,1.284128124585802,1.3828744234359562,-0.17265824333814075,0.7756753257022926,1.448614899294499,0.7840047300341098,-1.3901750796004322,0.9360362210066637,1.7597130198843183,1.5832572579330517,0.0716682910623257,0.07010464675488705,1.0796954793612952,0.9918946164525768,-0.40759468814363037,-0.12927912407657155,-0.29378482566857494,-0.06940906799467837,-0.19217652869645185,1.9634613866473194,0.14005334851402956,1.015293006583087,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
6,0.7829021951992058,0.958642978288482,-0.7831710085286265,-0.477387101908303,0.6890774100212974,0.36658999629325484,-0.8274659089769937,-0.655811263207708,-0.19439811701024123,0.6840363323783353,-0.04691661786445225,0.8204952029025555,-0.35938405655380323,-1.3132749310823801,-0.5475575568462505,0.9302206425822374,-1.0338645635975494,1.0897940088762954,-0.13465177983639948,-0.15417305342089996,1.1755732978858682,-0.2439396056499321,-1.0251728473327144,1.284128124585802,-2.324681993785644,-0.17265824333814075,-0.7484730397321573,-0.9473617350926216,-1.0273408685320948,0.43031476701031973,0.5392412250664175,0.27383458775461794,0.08483890262159699,0.0716682910623257,0.07010464675488705,0.5666249942664207,0.5140553171794723,-0.40759468814363037,7.735200923914863,-0.29378482566857494,-0.06940906799467837,5.203549088357114,1.320258469612934,0.8923492556022397,-0.37156501397991254,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
7,0.30786603729053424,0.18700438302490374,1.3509236984551762,-0.477387101908303,1.200890535730987,1.0573435280427141,1.207735535393842,1.1062393319290655,-0.19439811701024123,1.934879826157933,-0.04691661786445225,1.2496892318011097,-0.35938405655380323,-0.3415630698418029,1.3815116768492015,0.9302206425822374,1.336245090820105,-0.871454313985703,-0.13465177983639948,0.5003061973170215,1.1755732978858682,-0.2439396056499321,0.7972460617813589,-0.7736915785380315,0.170752160157801,-0.17265824333814075,0.7756753257022926,0.38992074725012205,0.7840047300341098,0.43031476701031973,1.1807194850333678,0.27383458775461794,0.7607685690359999,0.0716682910623257,0.07010464675488705,1.1667060821812678,0.81016862696378,-0.40759468814363037,-0.12927912407657155,-0.29378482566857494,-0.06940906799467837,-0.19217652869645185,0.646024525748284,-0.6137150820982766,1.5104008322083917,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
8,0.06501366815633135,0.25093744164242743,0.6674989411114506,0.44055088050936964,-0.1014050120548628,-0.7462102702695886,1.2567776502553747,-0.655811263207708,-0.19439811701024123,0.6840363323783353,-0.04691661786445225,0.9243794097927136,2.7684359395055456,-0.6455723467675034,0.1705291139492479,0.9302206425822374,0.01853548565254551,1.1968086853445428,-0.13465177983639948,1.131410096941207,1.1755732978858682,-0.2439396056499321,0.7972460617813589,1.284128124585802,0.170752160157801,-0.17265824333814075,-0.7484730397321573,0.38992074725012205,1.6384481256576788,-1.3901750796004322,-0.40232477016079515,0.27383458775461794,0.10264207428599587,0.0716682910623257,0.07010464675488705,1.1418480614796371,1.4135622100946135,2.45635770968111,-0.12927912407657155,-0.29378482566857494,-0.06940906799467837,5.203549088293099,1.645315069576948,0.8923492556022397,0.4684397478907352,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
9,-0.9288113942793046,-0.8304091588481023,0.6674989411114506,-0.477387101908303,-1.2991980144201278,-1.4877358949241462,-0.8274659089769937,-0.655811263207708,-0.19439811701024123,-0.8191051687955863,-0.04691661786445225,-1.3531585036143856,-0.35938405655380323,0.9079753431373495,-0.17969222855402106,-0.3303920953374486,-0.23389162555078566,1.1458068234048704,-0.13465177983639948,0.6388653828380432,-0.8388660592444088,-0.2439396056499321,0.7972460617813589,-0.7736915785380315,-1.0624773515665413,3.842315958365862,-0.7484730397321573,0.946379885009331,1.6384481256576788,-1.3901750796004322,-1.6930449106863694,0.27383458775461794,0.0312604716829801,-3.730930192530492,0.07010464675488705,0.838482730386745,-1.0713069393887342,2.456150550380073,-0.12927912407657155,-0.29378482566857494,-0.06940906799467837,-0.19217652869645185,-0.8380798724797555,0.14005334851402956,-0.6161635243718854,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
10,-0.9840859813531226,-0.4550840352841715,-0.7831710085286265,0.44055088050936964,-1.1110134822335977,-1.4877358949241462,-0.8274659089769937,-0.655811263207708,-0.19439811701024123,-0.8191051687955863,-0.04691661786445225,0.9181981613926016,-0.35938405655380323,-0.9288390834738599,-0.09025843634909894,0.9302206425822374,-0.06809274202531757,-0.871454313985703,-0.13465177983639948,-0.8575659935334189,1.1755732978858682,-0.2439396056499321,-1.0251728473327144,-0.7736915785380315,-1.0624773515665413,3.842315958365862,-0.7484730397321573,-0.9473617350926216,1.6384481256576788,-1.3901750796004322,-1.5028623434488289,-1.0479259117504054,-1.228751113642681,4.821498625998172,0.07010464675488705,-0.9503365061005771,-0.336169277026599,-0.40759468814363037,-0.12927912407657155,-0.29378482566857494,-0.06940906799467837,-0.19217652869645185,-2.17677288440447,0.14005334851402956,-0.8625780399966605,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
